A1BG	0.346078959
A2M	1.485367108
A4GALT	0.429723032
AAAS	0.172433053
AACS	0.386429764
AAGAB	0.168334602
AAK1	1.006078854
AAMDC	0.249229548
AAMP	0.151302948
AANAT	0.690070426
AAR2	0.178502493
AARD	1.550461501
AARS	0.155801547
AARS2	0.126918575
AASDH	0.213803505
AASDHPPT	0.137761694
AASS	1.165105286
AATBC	1.413301505
AATK	1.173759858
ABAT	0.774423229
ABCA1	0.827206246
ABCA10	0.817866787
ABCA11P	0.323306001
ABCA12	1.56155959
ABCA13	4.390953571
ABCA17P	2.352730592
ABCA2	0.884319578
ABCA3	0.518612921
ABCA4	1.409480855
ABCA5	0.260295757
ABCA6	0.457340807
ABCA7	0.411624163
ABCA9	0.504042986
ABCB1	0.967275505
ABCB10	0.134006357
ABCB10P3	0.201066462
ABCB10P4	0.217864711
ABCB4	0.397022745
ABCB6	0.567044361
ABCB7	0.225477731
ABCB8	0.276937752
ABCB9	0.355504852
ABCC1	0.450172155
ABCC10	0.336859502
ABCC11	0.343685637
ABCC12	2.523939655
ABCC2	0.390584874
ABCC3	1.745783399
ABCC4	0.309766386
ABCC5	0.386054155
ABCC6	0.500782867
ABCC9	2.133298262
ABCD1	0.215490061
ABCD1P2	1.055692452
ABCD1P5	1.070131794
ABCD2	0.338863532
ABCD3	0.167962438
ABCD4	0.224229676
ABCE1	0.374933953
ABCF1	0.170671548
ABCF2	0.166156581
ABCF2P1	0.162104867
ABCF3	0.282595016
ABCG1	0.967050964
ABCG2	0.808977977
ABHD1	0.922995438
ABHD10	0.243153136
ABHD11	0.214851651
ABHD11-AS1	0.726956995
ABHD12	0.148068601
ABHD13	0.101682773
ABHD14A	0.496822145
ABHD14A-ACY1	1.309737122
ABHD14B	0.236414056
ABHD15	0.209880374
ABHD16A	0.214129511
ABHD16B	0.257099105
ABHD17A	0.17662377
ABHD17AP1	0.12847359
ABHD17AP3	0.136358979
ABHD17AP4	0.197106966
ABHD17AP6	0.182187193
ABHD17B	0.111690666
ABHD17C	0.38377324
ABHD18	0.215711412
ABHD2	0.176768973
ABHD3	0.132595432
ABHD4	0.381417151
ABHD5	0.250660094
ABHD6	0.412839825
ABHD8	0.255143904
ABI1	0.112648904
ABI2	0.303523904
ABI3	0.204287008
ABI3BP	0.726584624
ABL1	0.158867246
ABL2	0.29275491
ABLIM1	0.426968751
ABLIM2	0.809722685
ABLIM3	1.529139508
ABR	0.290608282
ABRA	1.018238241
ABRACL	0.243245804
ABRAXAS1	0.239591833
ABRAXAS2	0.080820202
ABT1	0.100327102
ABTB1	0.345892671
ABTB2	0.408827069
AC000032.1	0.800958075
AC000041.1	0.415465795
AC000068.1	0.309725156
AC000078.1	0.815222589
AC000089.1	0.119968144
AC000120.1	1.086809155
AC000123.1	0.361206829
AC002056.1	0.179671325
AC002075.2	0.143192745
AC002306.1	1.279427275
AC002310.1	0.201281044
AC002310.2	0.225874749
AC002310.3	0.249704999
AC002347.1	1.078783404
AC002367.1	0.200056491
AC002400.1	1.095871067
AC002454.1	0.853135802
AC002456.1	0.623160971
AC002467.1	0.705708671
AC002480.1	1.005097147
AC002504.1	0.65517068
AC002519.1	1.137469937
AC002519.2	0.312642665
AC002524.1	0.274978628
AC002550.1	0.598443755
AC002558.1	1.119845192
AC002558.2	0.868944392
AC003071.1	0.426512093
AC003072.1	0.857676782
AC003092.1	0.933528407
AC003102.1	0.363620796
AC003685.2	0.773347494
AC003965.1	0.645381987
AC003991.2	1.099655673
AC004057.1	0.432233952
AC004069.1	0.18249711
AC004129.1	1.12389301
AC004148.2	0.329251577
AC004158.1	0.471913551
AC004223.1	0.924981586
AC004224.1	0.638779831
AC004241.1	0.651199018
AC004383.1	0.925344145
AC004386.1	0.437943548
AC004453.1	0.127802301
AC004461.1	1.276994619
AC004471.1	0.785597054
AC004494.1	0.974280861
AC004540.1	1.20113688
AC004540.2	0.752224551
AC004552.1	0.439617354
AC004584.3	1.047430064
AC004656.1	0.129280287
AC004706.1	0.642758311
AC004707.1	0.230368614
AC004771.1	0.429047099
AC004771.2	1.205550501
AC004771.3	0.302577853
AC004771.4	0.221202691
AC004771.5	0.65385841
AC004801.1	0.269022009
AC004801.2	0.675717463
